City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Taylorsville,GA,USA,1/4/20072/4/2023,0.0,0.0,LightChanging,blinking white lights and moved out of sight in a half second with no soundCluster of pulsing blinking lights making formations,0,0
Taylorsville,KY,USA,4/22/198411/27/20231/4/20224/22/198410/4/19971/19/2022,0.0,0.0,LightLightOvalLightlightCircle,"October 7 2015 watching the international space station their not alone!..I saw first one, then 4-5 fuzzy lights that moved erratically, disappeared and reappeared several times.Recorded in back yardOctober 7, 2015, watching the International Space tation their not alone!..I observed approx. 5 small blinking lights clustered together, after about 5 min. they turned off or fazed out. These could not be seeViewed UAP from my back yard",Y,0
Taylorsville,NC,USA,4/15/200212/11/202110/31/20214/15/19775/14/19744/19/2025,0.0,0.0,LightTriangleTriangleTriangleDiskOrb,"Erratically moving white light saw by family of three in alexander county nctriangular aircraft hovering above tree line. ((Profanity in video.))Triangle object hovering above power linesUFO seen in Taylorsville, NC 28681.DRIVING HOME WITH SON, Large disk shaped ufo appeared, had flashing lights of red, orange, white, port holes. houvered over trees thenLight orb of yellow white color, pulsed with rhythm from dim to bright, hummed loudly, static discharge noise, sparks and lightning web",0,0
Taylorsville,UT,USA,6/10/20088/4/20234/17/20134/17/20159/26/20024/11/19844/28/19567/15/20034/28/20086/14/20194/29/20154/28/19417/1/19954/26/2018,0.0,0.0,CircleOtherTriangleLightTriangleOrbCircleFlashDiamondTriangleOtherCircleOvalDisk,"Two multiple UFO sighting in SLC, UT. Two objects in first sighting, three in the second.Crescent / Boomerang Shaped objectA Rectangular object with red, blue and white lights was hovering early in the morning.An oval shaped ball of light hovering up and down.Orange UFOs in Huge V Formation over Taylorsville UtahSilver orb moving over the Salt Lake valley from north to south and then from south to east.Went out back for a smoke when I noticed a bright pure red light hovering low SE sky! It hovered thereA flash in the sky around Salt Lake CityWitnessed a craft with 5 or 6 orange lights on the front and flashing blue and white lights on the sides; it hovered overhead.Came outside, in the central/eastern sky, were 3 bright flashing lights in a triangle shape, They hovered. ((anonymous report))I noticed a very bright object in the sky. It looked similar as a star.9:00 P.M.: Three small circles lined up to make a triangle seen in the sky / 1:00 A.M.: Close encounter - humming noises, ""alien&qSaw ufo with lights about 200 feet above moving from south to north.Nine Flying Disc spotted in Taylorsville Utah 09/05/2016",0,0
"Taylorsville, Salt Lake, Utah",UT,USA,1/16/2022,0.0,0.0,Circle,"8 objects in sky to the east of Taylorsville, Salt Lake County, Utah",0,0
Taylorville,IL,USA,10/2/20238/13/19645/10/199211/16/19997/14/20023/5/20127/4/19769/21/20024/26/19603/28/2001,0.0,0.0,FormationDiskOtherLightCircleDiskLightLightCircleTriangle,"White craft with forward swept wings at fairly high altitude with no sound at allI lived in the country (on farm) and i was coming home about 1 mile from my house when i thought a car came up behind me and when it goLong story it was when i was around 1e maybe 14 years old at the time. And ill never forget itA bright burning light or fireball traveling North to South, that gradually disappeared.bright, white circular lightUFO SIGHTED UP CLOSE AND PERSONAL IN TAYLORVILLE, IL.4--20 year old males--encountered a UFO with 2 amazing lights, with instant speeds---in the country.We were traveling west just outside of Assumption, IL going towards Taylorville IL. Myself,my daughter, my neighbor,her stepson and myObserved bright ball, going north to south slowly. 3 miles south of route 29, stopped, then shot off.It was happened fast, it made my house shake, and I looked out the window and I saw a triangular-shaped object with lights on it.",0,0
Tazewell,TN,USA,4/23/20165/25/20191/27/20084/7/19682/24/20244/29/2012,0.0,0.0,SphereLightLightCylinderOtherFormation,"Was driving down the main highway, just passed a local pizza place (PIZZA PLUS) and I looked into the sky and there was a green glowingSaw a light moving east and then change direction to west really fast before looping and vanishing.A light shot across the sky heading north, it was the fastest thing I ever saw.bright white cylinder/cigar shape with a void between two equal halvesI observed a bright light in the eastern sky. A separate light shot out from it circled back and returned to it. Then they vanishedI heard a really loud noise, I was at my parent's house and was puppy sitting. I went outside to feed the cats again. I thought it was",0,0
Tazewell,VA,USA,4/27/200210/24/20083/26/1940,0.0,0.0,CircleFireballOval,"Was walking dog looked up at sky what i thought was a satellite it was joined by three more lights. Yellow amber reddish in color. FlyiMale and female allegedly illuminated by flash of light. ((NUFORC Note: Possibly not a serious report, we think. PD))me and my friend seen this thing come out of no where and it stayed only in one spot for seconds it moved at speeds i have never seen z",0,0
Tea,SD,USA,4/26/1934,0.0,0.0,Fireball,"Fireball observed north of Tea, SD.",0,0
Teague,TX,USA,3/24/1998,0.0,0.0,Fireball,"Passage of what appeared to be a ""fireball"" from the East to the West",0,0
Teaneck,NJ,USA,8/1/19652/1/20205/5/19782/11/1934,0.0,0.0,ChevronTriangleOtherCylinder,"Fast moving, dull orange chevron shaped object.100 ft triangular craft with bowlFlying Orange Spider/Octopus looking creature spotted in New Jersey 1978Cylinder UFO followed by disc seen in fall of 1957 over northern New Jersey",0,0
Teasdale,UT,USA,12/24/20225/10/2001,0.0,0.0,DiskTriangle,"I did not notice the object until I got home and saw the photo.It was a black triangle moving across the night sky with 3 lights forming a triangle, when it banked and suddenly it was gone.",Y,0
Teays Valley,WV,USA,4/19/1938,0.0,0.0,Disk,Moving left to right for a few minutes,0,0
Tecate,CA,USA,3/23/19566/19/2004,0.0,0.0,LightCylinder,"I am a retired U.S. Border Patrol supervisor, having spent 37 years in the Border Patrol and INS. I was a patrol agent in charge on boLong cylinder shape with no wings/rudder observed on a clear, cloudless day at noon.",0,0
Tecopa,CA,USA,12/10/20214/29/2001,0.0,0.0,RectangleLight,Dark rectangle moving slowly thru the sky. There was no illumination of light. Kind of like a bird swarm or bugs but rectangle.Stationary light in Tecopa CA 4/29/01,0,0
Tecumseh,KS,USA,4/4/2002,0.0,0.0,Circle,"Slow-moving, glowing white/orange ball",0,0
Tecumseh,MI,USA,6/18/20224/20/199812/19/2004,0.0,0.0,TriangleOtherLight,A literal circle formation of something with a bright beam of light coming from it appeared in the western sky. The craft came out ofUp at 3am looked out side and saw the lights in clear view sky west never moveing some pulsation/colors observed with binocolars watche11 huge glowing lights over Southern Michigan,Y,0
Tecumseh,NE,USA,4/9/1943,0.0,0.0,Triangle,Triangular shaped craft,0,0
Tecumseh,OK,USA,3/24/196612/31/2006,0.0,0.0,OtherLight,Hovering UFO 40 feet above my headBright light flying past in the night. ((NUFORC Note: Witness is former member of USAF. PD)),0,0
Teerre Haute,IN,USA,10/6/2020,0.0,0.0,Cigar,This unknown orange glowing object became apparent as I was taking photos and video of what I think was either space debris or a meteor,0,0
Tega Cay,SC,USA,10/11/20073/11/20194/19/19408/23/2004,0.0,0.0,LightCircleCircleTeardrop,"Bright white light and then 2 blinking red lights in Western SkyThree unidentifiable lights near Lake Wylie SCBall of fire falling from sky.Black Tear drop following tree line, moving slower than a plane, and keeping a very level line.",0,0
Tehachapi,CA,USA,2/19/20144/19/20004/19/200012/28/20235/12/202110/21/19994/6/20004/5/19664/21/196211/20/201810/8/20193/17/20187/15/196511/17/20214/22/19669/7/20222/18/20214/4/19469/25/20237/23/20024/20/19706/12/2005,0.0,0.0,FireballSphereSphereOtherDiskChevronLightLightCircleFlashTriangleChangingTriangleTriangleDiskTriangleFormationFlashFireballOtherTeardropChevron,"White fireball hitting ground.Sphere with bright lights hovering and moving unlike anything I ever seenSphere with bright lights hovering and moving unlike anything I ever seen.3 objects appearing shortly after shooting star eventsingle small disc like a helium balloon but flying overhead straight, steady, silent and fast just after sunset. No wind.observed a white object against a blue sky which did not move or behave like an airplanea flashing stationary white light with two constant red lights on the same side- then a moving light further away traveling fast with aBright light over Tehachapi, CaOrange balls in the sky, drifting from the west due east; made no sound.We seen a flashing light shooting through the sky faster then any plan and no sound leaving a wide smoke trail. ((anonymous report))triangle craft flying abrupt maneuvers elevation changes at incredible rate red, white, green and blue lights flying over valley.I looked up to see a completely illuminated diamond like opal all colors but white most prominent.Large delta shape craft passed overhead blocking out the view of stars behind its shape. No sound.Silent triangular flying object with flashing red lightsLooking west from my home in Bear Valley Springs, a community approximately 17 miles from the town of Tehachapi.I saw what I thought was a very bright and close airplane but it was not moving.Was driving east on hwy 58 when I looked up in the sky and noticed over 20 or more lights in a straight line moving south east. Sky wasWhile driving from Anteloe Valley to Tehachapi California, at approx. 10pm, I observed what appeared to be a bright orange light leavinA fireball shot in a lazy arc over the hillside, billowing a plume of bright orange flames, then extinguished and floated as a hazy orbA wide arc shaped object with redish and white blinking lights traveled north to south over Tehachapi, CA at 10PM, on 7/23.I observed slmost like a white comet? Moving from behind a mtn to my south east directly over me but traveling almost straight up?? WaImmense in size, Cheveron or ""V"" shaped, silent until it turned, then there was a thunderous roar.",YY,Meteor?Rocket
Tehachapi Mtns.,CA,USA,2/24/1996,0.0,0.0,Light,"Couple see very bright, orange/red obj. approach from W, turn 90 deg., go S. Large, comet-like tail. (Missle from Vandenberg AFB).",0,0
Tehachapi Pass HWY 58,CA,USA,7/7/2002,0.0,0.0,Rectangle,HEADED EAST ON HWY 58 JUST APROACHING TEHACHAPI PASS CRYSTLE CLEAR AFTERNOON ABOUT 1/2 MILE FROM WINDFARM ON THE PASS WITH THE SUN TO M,0,0
Tehachapie (outside of),CA,USA,7/1/2006,0.0,0.0,Disk,silent disc flying over foothills North with lower circumference blinking lights that were going around,0,0
Tehama,CA,USA,4/16/1990,0.0,0.0,Chevron,"Saw bright white stringy chevron shape heading southerly, slowly then it disappeared.",0,0
Tekoa,WA,USA,8/1/1994,0.0,0.0,Triangle,((HOAX??)) With out a shaddow of dought.,0,0
Tekonsha,MI,USA,4/21/1943,0.0,0.0,Oval,"Dark, high flying shape moving fast. Seemed to be high in the clouds.",0,0
Television broadcast,FL,USA,6/1/2005,0.0,0.0,Disk,"UFO caught in background of reality TV show, Recorded to DVR.",0,0
Television program,NM,USA,4/6/1940,0.0,0.0,Oval,This is a true UFO.,0,0
Telford,AL,USA,1/1/1970,0.0,0.0,Oval,They are desperate fighting another factor,0,0
Telford,PA,USA,4/3/200211/3/2006,0.0,0.0,LightCircle,"Abnormally moving varying luminocity light.Two objects, look like stars,moving slowly side by side to the south . look to be as high as the stars.",0,0
Telford,TN,USA,5/18/2006,0.0,0.0,Other,"4 Bright Lights, formed Box then dissappeared.",0,0
Tell City,IN,USA,4/1/20109/14/201812/14/19912/10/2001,0.0,0.0,TeardropOvalCircleDisk,8 bright red tear shaped objects at low altitude seen at close range a little bigger than a small planeLightless black oval blocks out the night sky. ((anonymous report))bright light lit up the woods 5am while hunting. ((NUFORC Note: Possible meteor?? PD))75 minute film close up of ufo,0,0
Teller,AK,USA,3/19/19733/15/1983,0.0,0.0,DiskOval,"5 CREDITABLE WITNESSESOval shaped craft with red green and white lights with windows,that had a grayish beam coming down- us",0,0
Tellico Plains,TN,USA,11/3/2008,0.0,0.0,Triangle,"The Object/Object's flying very slow on it,s passing of into the distance dogs barking ,horses nahing.Heading North.",0,0
Tellico plains,TN,USA,7/15/2021,0.0,0.0,Triangle,"I saw a black triangle three times, once over my house and once over a field and once following me home.",0,0
Tellicoplains,TN,USA,3/30/1939,0.0,0.0,Disk,no lights or sound very close to me about 100 feet from the ground,0,0
Telluride,CO,USA,5/25/20194/29/20248/22/19981/15/2020,0.0,0.0,OtherCigarLightLight,"Multiple people saw a long line of amber lights appear. ((NUFORC Note: Satellites. PD))unknown object in sky seen on photo taken during hike.Similar to report from Longmont CO on 9/7/98.Very fast moving lightA line of lights in linear formation moving across the sky. ((""Starlink"" satellites??))",0,0
Telluride (nearest town),CO,USA,8/9/2002,0.0,0.0,Light,"White star-like light wobbled as it got closer to me, then it was scared away by 5-6 F-15s that scoured the area for hours afterwards.",0,0
Temechula,CA,USA,7/28/2001,0.0,0.0,Other,"three stars make a triangle, move very, very slowly heading south across the california sky, it was beautiful.",0,0
Temecula,CA,USA,4/18/20084/15/20044/25/19394/5/19493/7/20074/21/19444/24/20067/16/19994/3/20125/9/20094/14/195910/14/20021/2/20004/30/20014/13/19854/9/201710/5/20027/21/20204/7/20252/20/20204/17/20014/18/194310/17/20204/7/197610/29/20047/15/20054/1/19524/27/19974/7/19676/25/20222/1/20059/29/20204/5/19434/26/19359/2/20202/10/20201/6/20208/15/20184/29/193112/10/19948/1/20004/7/19764/13/19914/16/19404/22/19724/14/195010/20/20024/30/19934/20/20044/1/195211/5/20027/31/20204/30/19917/6/20084/3/19834/14/19734/24/20119/15/19991/3/20089/19/200412/1/20064/18/194512/17/200110/2/20219/24/20084/17/19334/1/19537/21/20204/23/20154/30/19914/18/20162/6/2002,0.0,0.0,LightCircleOvalFireballFormationCircleTriangleTriangleChangingCircleLightCircleFireballOtherCircleDiskFireballCircleFireballDiskCircleOvalChangingFireballLightLightCircleTriangleLightOtherOvalLightFireballTriangleLightFormationTriangleOtherOrbDiskCircleSphereOvalLightLightCircleCircleLightRectangleCircleLightSphereFireballOrbFireballCircleTriangleOrbCircleLightRectangleCircleSphereChangingTriangleFormationDiskFlashLightCircleChangingFormation,"Stationary hovering ultra bright lights that appeared and were observed for 25 minutes then disappearedSaw A Circular Shiny Object Or Disk In The SkyLarge round orange glowing ball, traveling straight across as fast a plane. ((anonymous report))Falling fireball that split into three then disapeared. ((NUFORC Note: Suspected parachute jumpers. PD))several blinking lights in circle formation, moving in a circle motionObject was flying E to W towards Gemini; looked like a satelite, then took an immediate upward direction and disappeared.Very high, south sound east direction. No noise, transparent, three lights one on each end. Disappeared when overhead, couldn't see itdriving along spotted a strange looking triangular object with lights it moved slowly through the sky.Big, Bright Hovering LightSouthern California Bright Light/ UFO? Early Morning.Two very bright 'stars,', one of them red, moving slowly from south to north then fading away.Bright circular light that left a glowing tail with the object moving straight up and then hanging for moments before disappearing.White light, changing to green, trailing flame, disintegrated, probably a meteorite.My friend and I saw a red light with light blue wings coming from the top and bottom. Like a bow and arrow with out the arrow.Round object with changing lights. ((NUFORC Note: Twinkling star?? PD))Photos capture UFOs over Temecula, CAFireball seen in Southern CaliforniaTwo round shape crafts in the sky just sitting there and then out of no where a flash and they where gone. It move way to quick tone aFireball that hovered for about an hour and changed shapeObjects were flying very high and circling. They started to straighten out when two of them shot off in the opposite direction. Lost siRed/orange balls of light over Temecula, CA.Big red ball in the sky, moving really slow.An object appearing to be shaped of multiple bright circles within it.Looked like a fireball for about three minutes then suddenly smokes and fades into darkness.Bright ball of light that dissapears soon after being noticed. Appears almost three times a week.Temecula light around 2005 0r 2006UFO or ?Three star-like lights moving in the sky.Slow bright light moves across night sky over TemeculaThe object looked like a multi-faceted object, reflecting sunlight from several angles. Possibly a satellite, or space debris.Two pulsating lights changing from white to blue to red ((NUFORC Note: Possible sighting of star, Sirius. PD))On 8:25 pm a bright white light that had what appeared to be illuminated fog surrounding it flew over my house from South to North.Seven bright, orange, round lights on New Year's Eve 2010Triangle shaped UFO in the sky moving around! ((anonymous report))I had let my dog outside to go potty in the middle of the night and as I waited I noticed a twinkling light above thinking it was a sta8 lights in a straight line, evenly spaced traveling SW to NE. ((""Starlink"" satellites??))Object was moving faster than any aircraft I've ever seen.Object was round. ~75-100' diameter. No lights to speak of, but was seen and reflective. ((anonymous report))Green light over West Coast.Last night, while driving home from work I spotted an unusual looking flying object. The UFO traveled slowly like a blimp. It was tUnexplainable shinny chrome globe following me near Temecularound orange sphere over the temecula valleyI was looking for shooting stars a few minutes ago with my wife. This oval object zoomed onto the sky, hovered for a few seconds.5 orange glowing lights in straight line.BRIGHT BLUE LIGHT STATIONARY IN NORTHERN SKY.Bright swaying long lasting lightHuge submarine shaped craft in the sky in Temecula 300 yards wide.There was a fireball like light that flashed and disappeared. ((anonymous report))Blue rectangular, semi-transparent object (~6' x ~12') rose up out of a small grove of fruit trees and disappeared with a very bright wme and my husband heading to south in 215 merging to 15 freeway when we saw this circle object hovering over us not to far from us becaBright lights over Pala Rd in TemeculaMy fiance and I while stargazing saw a small circular light moving downward and flashing, then it split into 2 while stopped, then a 3rLarge blue light over all of the city slowly moving.((NUFORC Note: Rocket launch from Vandenberg AFB @ 5:26 p.m.. PD))((anonymous))Blue Green and multi colored Orb 2 pix 1 filmclipRed bright light flighs across the dim sky!!I was walking in my backyard and I looked for the moon. I saw a circle type object with a beam going straight ahead if it.Sun glinted off a triangular shaped object going the speed of a shooting star then disappeared making no sound and leaving no trail.I was working the night shift at a manufacturing plant when I went outside to take a break. It was around 1:00-1:30am and night visabilblue circle over the skys of temecula flashed and never seened againLight turning on and offDecember 1st, 2006- While walking with a group of people to a Christmas parade, 2 rectangle objects flew by extremely fast!3 rust colored lights ""dog-fighting"" with a possible commercial airliner.Three shperesufo gyroscope flying over freeway in caBrightly lit object about the size and brightness of a planet in the night sky, made several movements in multiple directions.I seen a yellow/gold light with a star separated blinking which got my attention from when smoking my cigarette.object had no sound , and it hover in mid air.Huge bright blue flying object seen low in the sky in Southern CaliforniaBurst of white light, green trail, spherical vapor. ((NUFORC Note: U. S. Navy missile launch. PD))Two white objects moving E and S, leaving behind a white trail. ((NUFORC Note: Missile launch from Vandenberg AFB @ 5:26 p.m.. PD))Giant fire balls in the sky.well,.me and two friend, where at a gas station in temecula california,..when of in the distance,....could be seen,5 to 7 lights in a s",0,0
Temecula/Menifee,CA,USA,4/9/2007,0.0,0.0,Triangle,"Little triangles, and one big one with multiple lights, huge.",0,0
Temescal Canyon,CA,USA,9/5/2020,0.0,0.0,Fireball,driving home from work at 1:30 am on 15 fwy between south corona/ lake elsinore by nichols exit. Green fire ball came flying down. Poss,0,0
Tempe,AZ,USA,5/31/20241/1/202110/4/20204/21/19896/28/19968/14/20204/22/201010/1/19934/28/200411/9/20029/14/202011/27/20064/20/19534/1/19934/28/196512/31/202011/3/20044/11/19395/27/20014/22/19646/27/200411/20/20034/4/198310/4/20204/17/19694/13/19589/30/20078/3/20013/13/199710/16/20224/15/19324/20/19534/22/20174/14/20018/3/20044/2/19874/18/20014/28/20104/16/20064/27/19674/8/20084/20/19364/12/19749/27/20073/11/198212/3/20019/1/20003/13/19974/18/19516/11/20096/25/20079/30/200110/11/20054/17/199812/7/202210/2/20192/9/20226/23/20095/2/20244/9/19847/22/20071/12/20214/4/19835/21/20069/2/20005/28/20046/2/20092/6/20074/26/201210/1/19935/22/20244/3/19314/27/20018/26/20184/26/19744/13/20016/11/20094/22/20174/15/19954/9/19435/14/20204/28/20171/6/200110/17/20233/24/19984/14/20014/8/20035/21/20038/8/20034/30/20253/24/20195/17/20047/1/19684/21/19894/28/20134/20/20144/8/19304/26/20123/13/19977/28/20195/23/20249/18/20084/9/19704/26/19784/23/19714/26/20194/6/20043/9/20074/29/20224/25/2023,0.0,0.0,CircleOrbLightOrbChangingTriangleLightTriangleSphereSphereLightDiskTeardropCircleOrbOvalLightDiamondOvalFireballDiskOtherOtherOvalOtherFlashOtherCigarOtherChevronSphereTeardropFormationDiskLightChangingCigarOtherFormationOrbDiskTriangleFireballTriangleSphereOrbFlashFormationLightTeardropChangingOtherTriangleRectangleOrbFormationOtherFireballSphereCircleCylinderOrbRectangleSphereCircleLightLightTriangleLightTriangleChangingDiskOvalLightFireballChangingSphereLightOvalFireballCircleOrbLightOrbTriangleCircleCylinderCylinderFlashOrbLightTeardropTriangleSphereLightLightSphereFireballOrbLightCircleLightCylinderOrbChangingEggLightOtherFlashFireball,"Round white object with white shaped aura around each sideSix orange/red orbs one by one flew over Tempe AZ new years eve 2020 over 18 min from low altitude to disappearing into spaceUFO Sighting in Phoenix Metro area in the vicinity of Sky Harbor International AirportTwo red orbs hovering over the firework display appered around 9:15 pm and lasted 25-35 min. Multiple people saw the object and couldntHuge pearl-like object over South MountainThree bright lights in the eastern sky at 2035 local forming a perfect point to point triangle.Lights over North Tempe.My friend and I saw a triangle made of smaller triangles fly over us at a low altitude.BRIGHT light falling, hour later light leaving southVERY BRIGHT BLUE/WHITE SPHERE SIGHTED TEMPE,AZ, HEADING 260 9NOV2002 2133 HRS.Flash of blue/green light falling over TempeNumerous incidents over the last few months occuring over Sky Harbor International Airport in Phoenix, AZOut smoking a cigarette when we noticed the craft hovering without sound across the sky and out of sightOrange, glowing, floating circular object over Tempe.Rose pinkish orbs in Tempe, Arizona.orange light traveling east then slows, turns north and stops. 20 seconds later fades outOn 11/03/04 at 16:29 hours I used a Canon Power Shot A40 digital camera (1600x1200 resolution)to photograph a parked Union Pacific RailPhotos of an unknown creature resembling both an amphibian and an armadillo who is seen holding a wand in his left hand at the end of wWe observed an object that appeared metalic and reflected light in the sky over Tempe, Az5 lights fy beside each other.5 lights in a saucer shape hovering and disappearing over phoenix metro areaBrilliant Red Starlike object in east sky on 11-20-03 in Tempe AZBright siver inverted pie-shaped craft flying above Tempe, AZ vanishes completely on bright sunny day.A round oval shaped like Traveling north south east west circular Flashing lights rotated Red Blue White I felt an energy as it drew c""W""-shaped erratically flying at low level is ""unidentified"" with anything prior seen in thousands of flight hours.When I looked up in the sky, it looked like oval shaped big green mint color flash dropping and going straight down. Last about ten secsaw a small blinking cloudlike object fly directly overhead from my backyard at night.The movement away from me was too quick to be a blimp, and the change in direction to sudden for a plane.Phoenix LightsSaw this boomerang shape object stationary high up in the sky.Strange red-orange spherical objects travelling in single file formation in the night sky.We were out smoking a cigarette when we saw this craft cover across the sky It did not have a sound but it had a vibration.Formation of about 8 to 10 dim reddish lights.Two disc/round objects were observed by 4 people Saturday April 14 4:30pm for approx. 10 minutes in Tempe AZbright light in eastern sky above treeline (Venus??)Tiny neon blue light ufo wittnessed by three in Tempe, ArizonaI saw a Cigar shaped space craft hovering above for about 5 minutes. It zig zagged all throughout the sky and then zoomed off into theUnusual military helicopter activity over east Phoenix, AZ, valley. 3-16-17. 8:12 pm. ((anonymous report))Orange light formation.Four orange lights Tempe.Green Illuminated disc hovering over Tempe,AZ in front of AircraftI live in Tempe, AZ, a city in the Phoenix metroplex area. As you are probably aware, the Super Bowl was hosted here in PhoFireball shaped object flying from east to west then took a sharp turn south before heading back east then just disappears into the sky((HOAX??)) Large triangle shaped object with several lights on the bottom flew over tempeUnexplained light cast into otherwise dark area blasts out of sight.Star-like light visible with the sun risenFlashes over the Southern horizonI was in tempe with a bunch of my friends when we saw a group of about 5-7 lights in the sky. They seemed to stay in the same place. ThPulsating bright white light formation take off at amazing speed.extremely bright balloon-like object at high altitude, drifting west for 45 min. ((NUFORC Note: Possible high-altitude balloon. PD))Star like objects flickering and flying very fast in the day time. No sound.a missle/warhead type object over the tempe sky3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.I have aircraft training backround.span of 1min, orb circling moon and an odd solar like flare? btm rt of moon4 lights in formation over Tempe appear while drivingWhen it was dark I Saw 2 aliens one time and many UFO's in sky everyday for 4 days that seemed to be looking for something.A fireball spotted in southern Arizona 6/23/09 at about 8 pmSlight illumination that went to a sold almost invisible blackVery fast moving red and blue orv over Mesa, AZStark white object flying over Tempe Arizona in strange non-linear aeronautical movements.White/blue Orbs around 8-12 total two vertical rows motionless 4-6 orbs each row each orb seemed around 1/3 size of an airliner.Stationary rectangular object seen on a cloudy night in Tempe, AZ.Tempe Az Black Dot 10 seconds traveling N to S very fast and quiteU.F.O. seen over Tempe AZ at 4:14 am 9/2/2000Two objects near the moon hover move and disappear.Three ""star-looking"" crafts flying in random directions in the middle of the day.Fast flying triangle shaped object with blinking lights over South Phoenix, and Tempe, AZ. ((NUFORC Note: Probably flares. PD))My girlfriend and I saw two lights hovering over the Tempe area. We were looking south to southwest.My friend and I saw a triangle made of smaller triangles fly over us at a low altitude.White, shape changing item which seemed to accelerate rapidlySaucer shape, flying over Tempe, 6-7 white lights making a pattern as flew south. June 2, 2010 at apx, 9:10pm.Large, shape changing, luminescent changing , direction changing, object traveling at a constant speed from East to West in the SouthThe 26th and 27th my husband and daughter have witnessed a very bright light in the sky. At first it looks like a star but you notice iThree fire balls appear in the nights sky. Do there little dance and then disappear into the night.I was 7 years old when it happend.Bright white light in the Phoenix evening sky.Ten points of light flying formation in the sky over Tempe, AZ, 21:21 hrs 1 AUG 2015.Dark silent oval craft that was silhoutted against the white clouds lit by the full moon over Tempe AZ.Fireballs turn into jelly-saucersMulti-colored, roundish, very bright light moving extremely fast across the night sky in more than one direction.Green/White Orb in the East Valley.Observed a slow moving, vibrant red light that eventually turned 90 degrees, began blinking and then accelerated before disappearing.Bright dot with aura around itTriangle shaped craft with three brightwhite lights and strobing colored lights dropped items behind treeline formed into one light andi witnessed a craft that had one bright light seperate into 3 smaller lights, form a triangluar pattern and then they began to rotate aNoontime sighting on a sunny, cloudless day of a long, brightly glaring craft that disappears from view.STRAGE ROD-LIKE UFO SEEN OVER TEMPE ARIZONAFLASHING LIGHT/ NO MOVEMENT/VERY BRIGHT AND HIGH IN THE SKYOrange/yellow orb near Sky Harbor. ((anonymous report))2 small circles zipping and floating. ((anonymous report))Light over tempeLate 1960's UFO Sighting Tempe Arizona Triangle Formation ObjectsCraft under intelligent control, flying in Tempe, AZ.First was 3 lights in triangle formation. Then 2 more came - one went over to the other and shown a bright white light.Two red lights on north Tempe horizon.DARK YELLOW ORANGISH BALLAt around 9:40 pm went outside and saw two bright orange fireballs side by side heading towards south mountain. ((anonymous report))Nothing WE have, could have done what we all saw that night.Blinking lights south east of Tempe.Saw an object in the sky of a very different shapeIt appeared to be a large white star, but it was slowly moving NNE. It sped up, changed into 2 smaller red lights, then vanished.Amber/Red-colored Chinese lanternsThree orange/amber orbs silently floating above Tempe neighborhood around Baseline and KyreneMothership UFO in Tempe probed by airforce helicopters and jets. Very strange sighting.Egg-shaped, and also white, but it wasn't solid white, it looked like a ball of bright, white illuminated cloud light. ((anonymous))Bright ball of light seen hovering over Phoenix.low vapor sound in sky, accompanied ground rumblingRecurring white flashes. ((anonymous report))Bright flash followed by fireball falling from sky seen over PHX INT airport restricted air space. ((NUFORC Note: Meteor?? PD))",YYYY,RocketRocket
Tempe/Chandler,AZ,USA,3/15/2008,0.0,0.0,Light,Two nights in a row...bright light hovering near Sourth Mountain and then rapidly jetted away then disappeared.,0,0
Tempe/Phoenix,AZ,USA,4/23/1997,0.0,0.0,Circle,4 bright circular lights in sky over South Phoenix.,0,0
Tempe/Phoenix (city line),AZ,USA,3/7/2002,0.0,0.0,Circle,Moving White DOT near Phoenix Sky Harbor Int. Airport,0,0
Temperance,MI,USA,4/11/198110/10/20034/19/20184/11/19814/16/20067/5/2020,0.0,0.0,OvalOvalOrbFormationFormationOrb,"Orange Globes moving across sky over Temperance, MI 8/29/12 at 10:10pmpulsating green white and red object in the northwest sky at 45degreesOrange orb-type object spotted by an experienced firefighter/paramedic while on duty.Six or so orange lights moving north to south at sterns and lewis in formation.7-8 bright lights in formation, no sound, low in sky headed east towards lake Eire. Seen by 8 of us. Whole sky glowed.Bright metallic Orb.",0,0
Temple,GA,USA,8/16/20204/5/20144/5/2014,0.0,0.0,LightOtherOther,"Bright red light in sky in same spot over 10 mins with no sound.Very Shiny, Possible V shape and traveled very slow.Very Shiny, Possible V shape and traveled very slow.",0,0
Temple,ME,USA,4/11/2023,0.0,0.0,Sphere,A large blue light bobbing in the western sky with occasional random flashes of red.,Y,0
Temple,NH,USA,1/26/20184/9/2020,0.0,0.0,CircleLight,"Temple, NH. In the sky straight ahead of me I saw a white circular object that I thought initially may have been a star.I was looking out the window, towards Pack Monadnock mountain, and I saw a bright light low, thru the trees. I had my lower strength g",0,0
Temple,OK,USA,2/15/1968,0.0,0.0,Light,multiple sightings of red lights,0,0
Temple,PA,USA,4/15/19954/3/1953,0.0,0.0,TriangleLight,"Low flying Black Triangle sighted by 2 witnesses in Berks Co. PAStrange quick moving light spotted over Temple, PA",0,0
