City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Sacramento,OH,USA,4/28/1932,0.0,0.0,Oval,A black hole in the past has shown up behind me and gravity goes away and its happened more than once and once later noticed nasa saw i,0,0
Sacramento (180 mi. S of; on Interstate 5),CA,USA,7/28/2007,0.0,0.0,Orb,On July 28th 2007 my first sighting occurred at approximately 2:30 AM while standing in the parking lot of a highway rest area. I was g,0,0
Sacramento (60 east of),CA,USA,4/7/2006,0.0,0.0,Light,Bright light at low altitude vanishes leaving a round cloud,0,0
Sacramento (approx. 45 mi. from; heading to San Francisco),CA,USA,6/6/2008,0.0,0.0,Disk,Alien probe/craft sighted above rolling hills in California,0,0
Sacramento (east),CA,USA,4/16/1992,0.0,0.0,Light,Eight lights in the sky flashing moving and disappearing within twenty minutes.,0,0
Sacramento area,CA,USA,5/22/1999,0.0,0.0,Other,"I was showing my daughter the night sky over Roseville, in Placer County next to Sacramento County were I live, (1 mile out of Sac CO)W",0,0
Sacramento area (Citrus Heights),CA,USA,1/22/2000,0.0,0.0,Triangle,1900hrs 3 orange/yellow lights appeared in the south east sky. Moving very slowly in the north west direction.,0,0
Sacramento/Citrus Heights,CA,USA,3/26/2020,0.0,0.0,Formation,Moving faster than aircraft flying below objects. ((Starlink satellites)),0,0
Sacramento/Davis,CA,USA,3/31/2009,0.0,0.0,Light,While traveling west on I80 over the causeway from Sacramento Ca to Davis Ca there was a strange grouping of lights changing color. I,0,0
Sacramento/Yuba City (between),CA,USA,4/12/1966,0.0,0.0,Triangle,I saw a huge Triangle by Sacramento CA,0,0
Saddleback,CA,USA,7/3/2007,0.0,0.0,Circle,"3 UFOs Hovering in Saddleback and lights ""parked"" on the ground.",0,0
Sadieville,KY,USA,8/30/19817/24/20096/25/1978,0.0,0.0,LightOrbDisk,"MY MOM & I WERE TRAVELING N ON I 75 from GEORGETOWN, KY TO SADIEVILLE WHEN WE NOTICED A A SINGLE WHITE LIGHT IN THE SKY SOME DISTANCE ATwo orbs seen over Sadieville, Ky.THIS IS FROM MEMORY BUT POLICE REPORTS MAY BE ACCESSED TO CONFIRM THE EVENT. AN ELDERLY NEIGHBOR & HIS WIFE AWOKE ONE SUNDAY AM TO FIND",0,0
Saegertown,PA,USA,5/15/198212/10/20224/6/1963,0.0,0.0,LightFormationLight,The 3 seconds of my life that has lasted 35 yearsLight formation in sky disappeared abruptlyBright blue light shoots across Pennsylvania sky causing power outages and stopping car engines,0,0
Safety Harbor,FL,USA,12/10/20024/18/19598/8/201912/1/20024/4/19964/23/20133/21/2020,0.0,0.0,LightCircleCircleCircleLightFlashLight,"Flashing red light in skySmall light disc circling ball of light flies by. Not a vessel.Fiery burst entering the atmosphere then disappearingFlashing light fast speeds disappearsI went to the pier by my house and witnessed dozes of UFOs in the sky.Saw a bright blueish/green flash that lit up the sky for a few seconds, but no noise at all.Extremely bright white rectangle in the northern sky. ((NUFORC Note: Venus?? PD))",0,0
Safety Harbor/Clearwater,FL,USA,3/24/2020,0.0,0.0,Light,My boyfriend went to take out the trash and said he called me to come outside because he said he saw something in the sky. I wanted to,0,0
Safford,AZ,USA,7/15/19944/23/202610/1/19964/14/19444/12/19424/5/19894/12/19634/11/20155/30/20071/7/20081/4/20214/13/19926/19/20057/9/20195/5/20042/15/200310/27/20224/15/2004,0.0,0.0,SphereOrbSphereLightLightFlashOtherFireballFireballCrossFireballCircleDiskFireballFireballSphereOtherCircle,"July 1994 Safford, Ariz. 3A.M. Bright Sphere with Gas-like contents moving in circular motion Sphere itself motionless.Three to four large orb lights seen near Safford, AZ.Antigravity flying sphereOrang/reddish round lights, like a ball of fire, in east sky, night w/little moonligh. Appeared and disappeared like a flip of a switchWhile on approach passengers see amber color illuminating spheres in the sky near Safford ArizonaBright orange flashes in the eastern and western Safford skies.WWII era plane slowly and silently floated across sky fallowing hw 191 south and killed camera batteries attempting picturesFireball looking object in south sky 12 miles south of Safford, Arizona.Fire ball in sky over Safford Arizona""T"" shaped red object formationFireball seen over Safford MineWhen object/objects were first spotted, they looked like stars, except they were flashing different colors - blue, red, yellow.object hoovered over MT Graham AZBright orange flash ball then just faded away. ((anonymous report))fireball just above cloud level approached from eastern horizon and disappeared into western horizonA brightly glowing, luminous [craft] was chased by military jets from a location NE of Phoenix and E of Superstition Mountains.4 objects in close association with a Falcon 9 rocket that do not look like Star Link satellites. ((NUFORC Note: Seagulls?? PD))Green hazy circular craft w/strange light pattern on craft.",Y,0
Safford & Duncan (between),AZ,USA,2/13/2008,0.0,0.0,Disk,"Several lights appearing in spherical shape above ground between Safford, AZ & Duncan, AZ 20:15",0,0
Safford (BLM land 15 outside),AZ,USA,9/22/1995,0.0,0.0,Disk,"air craft 12,000 feet long at about 10,000 ft. Made up of two sqs. linked at edge one lite with ports and lights lead half dark in nigh",0,0
Sag Harbor,NY,USA,4/14/19824/22/20024/3/19708/15/19674/16/20084/11/19474/5/19924/15/2003,0.0,0.0,FireballLightLightSphereFireballFireballDiamondCircle,"Fireballs (4) flew over10 round lights noted by attorney and nurse in Sag Harbor, July 17.Strange light in the skySilent green globe sighted within 200 feet!Fireballs visit Long Island again.Bright red ball shaped object in southern sky.Large boomerang craft escorted by two smaller craftOrange light over Sag Harbor.",0,0
Sagamore Hills,OH,USA,4/22/200810/30/20033/12/19744/16/202410/4/20226/26/200410/4/2022,0.0,0.0,LightLightRectangleFormationSphereFireballSphere,"One light being chased by three helicopters.At about 7:10 PM on the 30th of October, halloween(halloween was changed to the 30th in this area because of a major football playoff gI saw a rectangular football field size object, covered underneath with dozens of colorful lights, gliding over the trees and road.Around 8-10 Lights were rotating counterclockwise and then some would converge at center. Sometimes 2 would cross and sometimes mosSaw/recorded light ball/orb in front yard from live security cameraUnidentified aerial event at night. One large ball of flame and 3 smaller blue diamond shaped flames.Ball of light hovering in front yard",Y,0
Sage,CA,USA,5/15/199511/15/1992,0.0,0.0,FireballOval,"a ball of light, that fell from the sky, suddenly so bright, and big, then nothing,Very bright like alumium when the sun shines on it and hovered in one place for about 45 seconds.",0,0
Saginaw,MI,USA,6/11/20014/25/19624/4/19592/27/19964/21/19568/31/20074/29/20058/15/19964/21/198910/21/20003/6/20208/12/20074/15/19588/14/19782/25/20064/28/19998/5/20094/4/19914/16/19621/10/199810/31/20007/4/2008,0.0,0.0,TriangleLightLightLightChangingTriangleLightTriangleLightConeCircleTriangleChevronFormationFlashTriangleFireballDiskTriangleLightFireballCircle,"Triagular hovering UFO with a rainbow of colors flashing around it has emitted a small ball of light and disappeared over head .Shooting star type object moved quick across the sky gave off bright light before disappearing.I woke up and saw a bright orange light hovering outside my window.Commuter airliner w/ passengers turns, descends 12,500' to avoid a bizarre, extremely bright obj. directly ahead. Obj. could ""jump.""A strange blue object that appeared to come from behind the moon, moving very fast.we were driving north on I-75 as we notice these 3 bright lights in the shape of a triangle. the plane type object was a fairly large oRed light sit in the sky above Michigan by Saginaw((NUFORC Note: Witness provides no detailed information about his sighting. PD))2 joined balls, bright fiery orange, traveling from west to east across the night sky very fast.Bright white cone-shaped object seen over Saginaw, MichiganThere were a line of white lights (maybe bout 9) following one another and then just disappearing in the sky. ((Starlink satellites))Triangle shaped object, flying very low with bright white litghts10 or so dimly lit white lights in a large arrow shape formation moving at high rate of speed.witnessed formation that came to a stop,turned suddenly went different way and disappearedMore than one sighting in saginaw!Triangle of red lights moving silently over Saginaw MIOrange glowing fire ballBlimp-like object, then missile-like object, then 3 transparent saucer-shaped objects.There were at least 5 lights and 1 to 2 red beacon lights. No sound, no movement.A round light in the sky hovered then moved in a perfect line from one point to another and disappearedLarge, bright 'shooting star' going from Northeast to Northwest - 18:30 - 19:15 on Halloweenbright orangecircular glowing light in the sky",0,0
Saginaw,MN,USA,4/26/1946,0.0,0.0,Rectangle,Very big object with very bright lights hovering and fliping up side down and seeing alot of very small lights on the object,0,0
Saginaw (I-75 headed north mile marker 130 mi.),MI,USA,3/24/2000,0.0,0.0,Fireball,a white flash ball hurling......very quickly headed NE then disappearing,0,0
Saginaw Township,MI,USA,4/22/2000,0.0,0.0,Triangle,Two Gigantic Triangle Aircraft Over Saginaw Township Michigan No Lights No Sound Witnessed By 3 Persons Two Locations,0,0
Saginaw/Azle,TX,USA,8/16/2009,0.0,0.0,Fireball,I was in the backyard with my girlfriend when we saw bright green glowing ball which seemed to fall at a 60 degree angle. It disappeare,0,0
Sagle,ID,USA,1/1/1978,0.0,0.0,Sphere,"Hovering gray, grapefruit size, shaped sphere that travels at lightning speed.",0,0
Sagola,MI,USA,9/16/2023,0.0,0.0,Flash,"I have been witnessing strange lights almost every night sometimes in the sky, sometimes in the woods or on the ground.",Y,0
Saguaro Lake,AZ,USA,7/28/2019,0.0,0.0,Disk,Me and my daughter and 2 grandkids driving by buster Jones she take pictures and she told me luck the sky and we see this ufo,0,0
Saguaro Lake (Mesa),AZ,USA,10/5/2019,0.0,0.0,Orb,I caught an image on film I want analyzed. I have seen numerous oddities at saguaro but this day was the start to heightened observati,Y,0
Sahaurita,AZ,USA,4/27/1945,0.0,0.0,Light,"Bright light formation moving erratically near Tucson, AZ",0,0
Sahuarita,AZ,USA,1/30/20184/29/19433/14/19972/23/20064/17/20084/21/20179/24/20194/30/200710/9/20194/13/19648/20/20214/27/19714/27/19634/27/20054/29/19989/28/20184/19/1939,0.0,0.0,OtherLightTriangleFormationCircleCylinderTriangleFlashCigarLightOvalTriangleFormationFormationLightChangingSphere,"Multiple lights on one craft in Sahuarita, AZ.Slow moving high-alt. light moving W to E would blink at random intervals about 1 second apart. ((NUFORC Note: Tumbling booster? PD))Very large cone-shaped object appeared out of nowhereGlowing orbs over Southern ArizonaRandom flashing lights, moving very fast , North across the horizon. Most of the lights were grouped.Saw a bright green light shaped in a sideways oval shape move very slow in a straight line. The light seemed to scan the desert. It was3 lights in triangle formationRandom white flashes of light of differing intensity in the same small area of skyExtremely reflective tic-tac shaped object flying south to north. Yawing left to right like a compass needle.Hovering, flashing, lights off, lights on, bright. ((NUFORC Note: Possible sightings of ""twinkling"" stars?? PD))Silver oval shape-changing object seen west of Sahuarita, Arizona in broad daylightSahuarita, Arizona, lights.Formation of steady, orange lights east of Sahuarita AZ traveling SSW. Visible for appx. 6 minutes.Lights in Southern ArizonaLight flashes in a small dark patch of sky just to the right of the Milky Way.9/28/2018 Four distinct UFO's spotted in Sahuarita, AZ.Bright ""star-like"" objects appeared over Sahuarita, followed by scrambling F-16s.",Y,0
Saint Albans,VT,USA,4/15/1992,0.0,0.0,Orb,2 bright orange orbs silently flying through the sky.,0,0
Saint Albans,WV,USA,4/16/1940,0.0,0.0,Triangle,Orange lights in a triangular formation.,0,0
Saint Amant,LA,USA,4/18/19424/9/2009,0.0,0.0,SphereSphere,"Extremely bright/reflective object very high in the evening sky, stationary.Orange sphere seen by three people in South Louisiana.",0,0
Saint Ann,MO,USA,8/23/2021,0.0,0.0,Orb,This appeared on my ring doorbell for a series of nights.,Y,0
Saint Anne,IL,USA,4/10/1935,0.0,0.0,Oval,"A blue object with circular flashes around it, and a soft hum.",0,0
Saint Augustine,FL,USA,4/30/20204/20/20199/19/20221/23/20214/14/19934/18/202810/12/20184/25/19604/27/20114/27/19561/13/2020,0.0,0.0,LightRectangleCircleFireballFireballCircleFireballCigarCircleLightFormation,"20 plus lights in single file. About 5 minutes viewing. Last 2 lights were side by side. ((Starlink satellites?))Blue light. Electrical/mechanical sound. Treetop to head high level then over the trees.I thought it was Starlink at first but I zoomed in and noticed there was a dome in the center of the disc.Strange rocket-like fireball from the north headed south without a sound.Stunning orange fireball in the sky..Very bright, white stationary object for approx. 2 min. then moved eastward.Silent â€œball of fireâ€ at low altitude seen in Saint Augustine, FL3 silver cigars moving N/NE over St. Johns County, FL.I was in my car driving South on San Marco Blvd in St. Augustine, Fl, Wednesday evening around 7. I noticed a foreign light in the skyI went to get my mail from my mail box at around 6:50 PM and then I saw a dense light on the sky.7 Bright Lights in sky in straight line formation.... can't verify as spacex due to geopgraphic location. ((""Starlink"" satellites??))",Y,0
Saint Augustine Beach (nearest),FL,USA,4/3/2009,0.0,0.0,Sphere,Anomolous Aircraft Sighting in Saint Augustine Florida,0,0
Saint Bonifacius,MN,USA,11/21/2006,0.0,0.0,Light,BRIGHT light low in the sky- middle of the day.,0,0
Saint Charles,IA,USA,4/1/1999,0.0,0.0,Other,Witness soundless flickering lights moving NE in the clouds above.,0,0
Saint Charles,IL,USA,4/4/19324/19/2006,0.0,0.0,LightLight,Red Star like light moving NW to SESaw a series of lights changing colors in the SE sky.,0,0
Saint Charles,MO,USA,10/6/201910/17/20222/13/20194/19/2029,0.0,0.0,CircleTriangleOrbCircle,Fast Moving Silver UfoI saw a triangle craft pass by me over head with lights shining directly down located on each corner. Triangle shape was clear.Several Orb shaped lights flying low to the ground. ((anonymous report))Circular craft with red and white lights moving across the sky. It was no airplane.,0,0
Saint Charles,MT,USA,7/7/2006,0.0,0.0,Changing,"boomerang shape rotating, looked like parasailers, but objects were rising higher and disappeared",0,0
Saint Charles Township,IL,USA,12/28/1999,0.0,0.0,Triangle,We were heading south on Randall and I saw a large triangle moving slowing across the sky about 1000 feet off the ground. It had all k,0,0
Saint Clair,PA,USA,9/21/20084/12/2029,0.0,0.0,CylinderOrb,My husband called me out of the house on saturday night (10/20/08 at 8:30P.M.) sounding panicked . Hurry come here. I ran out and sawOrange orbs sighting.,0,0
Saint Clair Shore,MI,USA,10/4/2008,0.0,0.0,Egg,Slow Moving Fireball ?????,0,0
Saint Clair Shored,MI,USA,4/22/1961,0.0,0.0,Light,Bright light in the sky just disappeared with nothing left behind,0,0
Saint Clair Shores,MI,USA,4/16/20203/1/197810/16/20054/22/1961,0.0,0.0,OvalOvalOtherOther,"Bright White Orb Right Above Me!Oval object, center portion having windows, internally lit with tall figures glaring out, seen in MI, spring eveng1978.((NUFORC Note: Possible twinkling star? PD)) thought it could have been a star low in the horizon or satellite or space junk.Bright Flash of Light in Night Sky.",0,0
Saint Clair Shores (Canada),MI,USA,8/15/2019,0.0,0.0,Teardrop,Another One Drops On Us! And another one drops....and another one.....,0,0
Saint Claire Shores,MI,USA,4/18/1947,0.0,0.0,Other,My two friends and I saw two low flying crafts that emitted no sound and from a distance resembled airplanes.,0,0
Saint Clairsville,OH,USA,5/12/20217/9/2023,0.0,0.0,OvalCircle,Metallic white almond shaped object with bright blue aura in dense woodlandWitnessed and videoed floating orb in the sky.,Y,0
Saint Cloud,FL,USA,11/19/20186/23/20074/22/19782/3/20074/16/19314/16/19394/16/19906/4/2018,0.0,0.0,CircleFireballLightCigarFireballFireballSphereTriangle,"Bright light, I have a photograph and video. Incredible experience!Red glowing light west of Kennedy Space CenterSeemed to look like it was floating by over our heads.i was watching tv and through the window i saw lights and thought it to be an airpline, it was moving to slow and stopped i thought itThe object appeared to be a low flying rocket-like aircraft in level flight, flying west to east across Osceola County, FL.Flickering fireball with no sound or tail.I was smoking a cigarette in my car and when I finished I began to go inside. On my way to the door I noticed a very bright red light.Very Bright Orange Triangular Object - No noise.",0,0
Saint Cloud,MN,USA,5/7/20234/10/202710/14/20234/3/20029/4/200611/7/20028/12/20234/22/1937,0.0,0.0,OrbOrbSphereOvalTeardropChevronCircleOval,"Bright Red-Orange Orb Dancing Across Sky for 30 minRed orblike lights moving across the nights sky.3 of these were hovering and moving by my house. I recorded the object and it got extremely large in a split second and small again.the bright blue oval object flew straight for 5 seconds then instantly vanishedDefinetly not a typical aircraft, military or commercial jet of any kindDimly lit Boomerang shaped object in St. Cloud, MinnesotaFlying objects circlingTwo orange objects fly from south to north proceeding a helicopter with a spotlight hovering near the area.",YYY,Planet/Star?
Saint Coud,FL,USA,6/24/2007,0.0,0.0,Fireball,"Red glowing, star-like, fire ball in ther Central Florida skies.",0,0
Saint Croix Falls,WI,USA,2/8/2009,0.0,0.0,Triangle,i saw two triangle shaped ufo's flying low to the ground flashing red beams at the ground.,0,0
Saint Francis,KS,USA,4/24/2020,0.0,0.0,Changing,My friend and I were driving down the road and looked up over a wheat field and seen one red dot that was stationary.,0,0
Saint Francis,ME,USA,3/2/2020,0.0,0.0,Light,"Night sky, few stars, it looks nothing like a planet. Colorful lights (blinking on and off), ((NUFORC Note: Sirius or Venus?? PD))",0,0
Saint Francis,MN,USA,4/9/2010,0.0,0.0,Changing,I saw around 3 unknown objects dancing in the sky.,0,0
Saint George,UT,USA,4/23/19698/15/20234/29/19386/29/20228/24/20185/8/20194/27/1935,0.0,0.0,OtherOvalDiamondDiskCircleOtherLight,"We were driving home on the freeway and saw 3 red orbs in the sky. One by one, they vanished. Clear night.Large craft, roughly the size of an SUV. No wings or propellers.Bright diamond light, low flying, noiseless, moving at the end of incredible speed.Disk, no wings like an aircraft, flew through clouds at slow speedSolid red light moving quickly across night sky, then turning back and moving quickly the other way with brief white light, then red agStarted noticing a huge flash of light @ around 1:30 am like someone was taking a picture with a flash real quick. ((anonymous report))2 lights N of St George Ut, Red starlike light stationary, Blue/green light moving beneath,occasionally disappearing",0,0
Saint Hedwig,TX,USA,8/26/2023,0.0,0.0,Circle,Blue light going slow and had a smoke eject from the front before it left,Y,Rocket
Saint Helena,CA,USA,4/10/1994,0.0,0.0,Flash,Numerous blue flashing dots in sky moving in sky.,0,0
Saint Ignatius,MT,USA,4/14/1972,0.0,0.0,Fireball,Fireballs in the Sky over St. Ignatius MT,0,0
Saint James,MN,USA,4/6/2003,0.0,0.0,Formation,I saw a cluster (7 min.) of tiny lights stationery in the sky like stars with shimmering lights for at least a half hour.,0,0
Saint James,MO,USA,4/28/19393/26/20224/22/2022,0.0,0.0,EggStarChanging,"Bright orange egg shaped lights shining in my windows.Two stars light lights traveling northeast.watched bright orange light fly straight up into the sky, then changed into ""plane"" Have video",0,0
Saint James,NY,USA,1/20/201911/23/19772/15/2021,0.0,0.0,LightSphereTeardrop,"Fast moving green light.I, and two other witnesses, observed a red glowing sphere for approximately 10 seconds.UFO 20 of them with unique moves of t;Understanding, Dancing maybe as if I was watching and they KNEW ((Starlink satellites??))",0,0
Saint Joe,AR,USA,4/10/1977,0.0,0.0,Orb,UFO Circular light formation 6-16-2012 sighting @ midnight,0,0
Saint John,IN,USA,11/16/20208/12/2020,0.0,0.0,TriangleOrb,"Low flying, quiet, but deep & muffled Triangle. Hovering capabilities.White Orb spotted hovering in evening glowing white no flashing lights no tether",0,0
Saint Johns,FL,USA,4/20/19811/18/202111/9/2019,0.0,0.0,OtherLightChevron,A V-shaped craft with a total of 4 yellow lights and 1 red light flew around a residential area. Landed in nearby woods.Strobing white lighted object moving fast with no sound at an estimated 100 feet.Observed Silent Boomerang Craft Fly Across The Night Sky,0,0
Saint Johns,MI,USA,4/15/20036/30/20073/3/2023,0.0,0.0,OrbRectangleOrb,Observed 4 orange spheres moving in a line slowly across the sky from south east to the north west. I grabbed my cell phone and took.Red/orange retagular shaped light in Northwestern skyOrange orb bright in cloudy sky disappeared into clouds,0,0
Saint Johns (15 miles NE of),AZ,USA,1/31/2004,0.0,0.0,Sphere,Refractive mirror like Sphere observed in isolated NE Arizona :Via Jeff Rense,0,0
Saint Johnsbury,VT,USA,4/22/2016,0.0,0.0,Sphere,Unexplained Bright White Lights Over Saint Johnsbury Vermont!!,0,0
Saint Johnsville,NY,USA,7/12/20087/11/2005,0.0,0.0,TriangleOval,"big black triangle shaped craft2 police officers observe oval shaped object in sky in Saint Johnsville, New York.",0,0
Saint Joseph,IL,USA,4/7/1980,0.0,0.0,Light,zig zag patterned light,0,0
Saint Joseph,MI,USA,7/1/20194/10/1932,0.0,0.0,OrbRectangle,Orbs of various color and shapes have appeared and continue to appear. Also affecting our health negatively.I just got home from a friends and now stood on the porch in the dark while I let the dogs out. I was facing South and I was looking up,0,0
Saint Joseph,MO,USA,4/22/19794/9/19804/7/20284/28/20034/10/1990,0.0,0.0,OvalChangingDiskSphereFireball,Taking my daughter to school we saw a bright white/light oblong object in the eastern sky above the tree line. It was stationary for aBright orange lines that turned into balloon looking objectsSaint JosephFast moving sphere of light.Fireball acros the nigth sky never seen anything like it moving slow front aest to west spectacular but fraining,0,0
Saint Josephs,MI,USA,4/19/2007,0.0,0.0,Other,Flying tank shaped object shakes houses of an affluent neighborhood,0,0
Saint Leonard,MD,USA,4/9/2021,0.0,0.0,Sphere,Red/orange spheres flying across the sky and I have video,0,0
Saint Louis,MO,USA,4/29/19892/28/20229/3/20238/14/20224/15/19314/11/20229/3/202310/22/20224/15/19667/1/20193/25/20207/6/20188/3/199111/22/2018,0.0,0.0,FlashChevronLightFireballDiskOtherLightChangingTriangleOrbOrbTriangleTriangleCircle,"Me and my father were sitting down on our back deck at around 2 am. I was around 9 years old when this occurred, we heard a loud vibratTic Tac to ChevronLights appearing and looked like they were blinking/watching meA fireball fell into our neighbor's backyard.I sent a similar e-mail to Debbie Ziegelmeyer and Margie Kay (MUFON)but thought I should post it here as well. Maybe there is an explan2 large ""S"" shaped crafts hovering fairly lowLights appearing and looked like they were blinking/watching meMultiple objects observed over several hoursI have been noticing a very bright light just S of Clayton in early evenings. The obj. usually appears to the south and west of S.Bright blue orb of light high in sky and within seconds it took off and created a streak of light that faded to green before completelyLarge white orb2 objs flying dark black colored with red or off yellow white lights on for few sec., disappeared then appeared. ((anonymous report))Triangle shape craft over 2nd story apartmentBright light hovering in the sky. I opened my Astrology App and it was not a star or planet bit it was higher than the few airplanes th",YY,0
Saint Louis Park,MN,USA,12/25/2018,0.0,0.0,Light,7-8 light floating up in western skies around 9:00 pm. 1 by 1 it rise up and seems to be coming towards my way but then once they we,0,0
Saint Maries,ID,USA,8/29/2007,0.0,0.0,Cigar,Silent silvery-white cigar or blimp shaped craft spotted over saint maries Idaho,0,0
Saint Mary,MO,USA,9/25/2022,0.0,0.0,Disk,We saw a long disk shaped thing flying through the sky.,0,0
Saint Mary's City,MD,USA,4/19/1940,0.0,0.0,Light,"Stationary object with flashing lights seen from SMCM. ((NUFORC Note: Possible ""twinkling"" star? PD))",0,0
Saint Marys,PA,USA,2/8/2023,0.0,0.0,Cylinder,Very bright low hovering flying object with multiple lights.,Y,0
Saint Marys,WV,USA,4/8/1965,0.0,0.0,Light,Lt appeared in north and disappeared in the south over eastern Oh. 06:50,0,0
Saint Paul,KS,USA,12/5/2023,0.0,0.0,Orb,"This was the earliest I've seen one out. Sun was still setting. It was before 5:30,only star out was Venus or mercury.",Y,Planet/Star?
Saint Paul,ME,USA,4/18/1982,0.0,0.0,Light,"Bright green light headed toward downtown, moving EXTREMELY fast and within seconds, suddenly disappeared in thin air.",0,0
Saint Paul,MN,USA,8/2/20194/19/19744/21/19424/11/19804/22/19798/19/20044/7/19818/25/20094/21/20054/11/20114/27/197810/31/200710/15/20047/6/20094/22/19784/16/19335/31/20224/7/20284/10/19694/12/19714/8/19946/10/20074/11/20114/17/19441/18/20185/21/20214/11/19539/6/200910/31/20194/21/19414/24/19944/7/202812/9/2006,0.0,0.0,CircleLightTriangleRectangleOtherTeardropLightFormationChangingRectangleCircleLightSphereTriangleOtherLightRectangleTriangleFireballLightFireballDiamondRectangleOvalRectangleFormationSphereFormationRectangleTriangleOtherTriangleChevron,"I was riding westbound on 94 from Ruth Street and saw a bright white light in the cloudy sky. Very odd movements haopening, lost sightWhile driving 94 East by downtown St. Paul, a large white ball of light moving from the SW to the NE flew across the sky.TR3B craft (Blk w/ white lights underneath, triangle), hovering low & slow, I lost it but it may have shapeshifted into an airplane.Rectangle object with lights moving across skyGroupings of round orange lights traveling over Saint Paul, MN.Strange object in Metro skyUFO in Minnesota at midnightstrange lights in saint paul mnShiny 'white dots' over Saint Paul that changed shape right in front of me before disappearing.One of those orange fireballs, but rectangular in shape.2 seen hoving. ((NUFORC Note: Sighting of Venus. PD))Orange points of light racing South from Perseus at great speed and altitude slowing, speeding, passing each other.11 balls of solid light formed a circle around the horizon, sat still for a while then quickly darted around and disappeared.twin cities triangle - july 6, 09Angel shaped UFO.Red and Green light bars seen at low elevation.Outside of my apartment hovering close by was a square shaped object floating it didn't make any sound at all.Two triangular craft were seen over a populated area of South Saint Paul, MN, at midnight July 3, to July 4, 2011.Fireball over Como Lake, St Paul , MN. No sound !I see a beam of light from the south western sky's , it's not the moon because the moon is on the eastern side of the sky.A light/fireball passing overhead in Saint Paul, MNdark diamond/clover shaped objects over Saint Paul at duskRectangular patch of bright orange light containing flames moving silently across the sky.Hovering object over Lunar eclipse moon.Two rectangular prism crafts sighted in Saint Paul, MNWe were outside to observe the ISS flying overhead flying from the NNW to the North and did observe it successfully. We then looked souI saw a round orange ball moving in the sky at 9:12 pm on Sept. 1st in Highland Park heading west. When I stopped and looked at it, th4 flashing lights moving in a formation over St. Paul, MN.Detailed sighting of a black rectangular craft with circles on the bottom. Seen traveling then vanished!triangle with 4 large white lights on leading edge - two smaller red at rear hovering over Roseville in St. PaulFour red lights stacked vertically..no sound.Update* from the 07-28-11 report of Triangle UFO seen over St. Paul, MN, July 4th, 2011.UFO in Minnesota, witnessed by three people.",Y,0
Saint Paul (east side),MN,USA,4/4/2000,0.0,0.0,Other,UFO Sighting On Saint Paul's Eastside.,0,0
Saint Paul (west),MN,USA,9/24/2000,0.0,0.0,Disk,"Well me and my dad were coming back from our lake. Then my dad said ""look up there"" and when I looked up there was a space ship! Well",0,0
Saint Peter,MN,USA,4/28/19864/15/20286/16/2022,0.0,0.0,LightCircleCircle,"Bright light bigger than Venus, bobbing around in the S sky at sunset for several minutes. ((NUFORC Note: Possibly Jupiter? PD))A bright glowing orange circular object streaked from West to East in the late evening sky, leaving a wide light colored trail behind.Strange lighted object appears on Ring home security camera video.",0,0
Saint Peters,MO,USA,1/8/20215/7/2022,0.0,0.0,FireballChanging,Firey UFO over Unincorporated Saint PetersDrone swarm or something else,Y,0
Saint Petersburg,FL,USA,4/27/19644/30/20209/3/20234/27/19772/4/20234/27/19771/15/202311/26/20208/11/20209/3/20234/22/19379/2/2022,0.0,0.0,SphereOtherFireballLightSphereLightDiskOrbLightFireballTriangleOval,"I was sitting on my porch smoking a cigarette when i saw a red orange ball of light moving eastward. The ball of light had no blinkingThere were three dots in a straight line slowly moving for a while then boom vanish!Saw a large red object in the sky, it turned and looked like fire was coming out the back the it started moving then disappeared5 red lights in the sky.i make just with cellphone galaxy note 3 pics...processed in snapseed....no colored pics .try get sharp is possVery bright metallic sphere appeared out of nowhere, traveled for 3 to 5 seconds and just disappeared.I came out from house and sae 5 red lights in the sky couple minutes...than lights goneMetallic disk appeared for 5 seconds and disappeared. Saw it again moments later, further west, and disappeared in the same manner.Bright Red/Orange pulsating orb above the tree line.Strange Object Drifts Across Early Morning SkySaw a large red object in the sky, it turned and looked like fire was coming out the back the it started moving then disappearedStationary, hovering triangular craft with lights.4 or 5 hazy white lights that made the shape of an oval that moved back and forth from east to west of a distance of about one mile.",0,0
Saint Simons Island,GA,USA,4/29/20204/26/2000,0.0,0.0,DiskTriangle,"Hovering blue object spotted over Saint Simons Island, GATwo fast, silent, red-orange triangles over St. Simons Island, Georgia.",0,0
Saint Stephen,SC,USA,1/19/20214/8/1950,0.0,0.0,CigarFlash,"6 bright beam lights in cigar form size of football field hovered for two 20 second round one minute after the other. After roughly 8 mFlashes in the sky, brighter than stars, then no more, and they're not lightning bugs.",0,0
Saint joe,IN,USA,10/31/2022,0.0,0.0,Circle,I was digging and I found an reptilian creature in the place I was digging there was a big tank out in the middle of the woods,Y,0
Saint peters,MO,USA,9/10/2022,0.0,0.0,Triangle,Bright triangle shape flying around,Y,0
Salado,TX,USA,1/8/20085/9/2000,0.0,0.0,FormationOther,"Very immense in size. Maybe related to stepheville sightingwe saw what looked like stars exactly, but were moving, very high, fast and slow, eratic movememts, backwards, zig zag. no way were air",0,0
